id,carat,cut,color,clarity,depth,table,x,y,z,price
167334,0.7,Ideal,H,VS2,61.1,57.0,5.74,5.76,3.51,2459
90803,0.53,Ideal,H,VS2,61.1,57.0,5.19,5.22,3.18,1421
17977,0.31,Premium,F,VS2,60.5,58.0,4.39,4.42,2.67,625
157530,1.23,Ideal,H,VS2,62.2,57.0,6.81,6.85,4.24,7685
144514,1.11,Ideal,I,SI1,62.3,56.0,6.57,6.53,4.09,5281
19710,1.01,Very Good,D,SI2,61.7,57.0,6.41,6.47,3.98,4969
74235,0.74,Ideal,F,SI1,61.7,56.0,5.81,5.86,3.6,2788
126744,1.11,Ideal,H,SI1,62.0,54.0,6.62,6.65,4.12,5418
172087,0.43,Ideal,F,VS1,61.0,57.0,4.89,4.86,2.97,1059
88757,0.33,Good,F,SI1,62.0,62.0,4.37,4.39,2.72,536
79642,0.41,Ideal,E,VS1,62.0,55.0,4.74,4.77,2.95,1153
80662,0.82,Ideal,G,VS2,61.8,55.0,6.03,6.06,3.72,3446
185902,0.7,Ideal,E,SI2,60.6,59.0,5.74,5.77,3.48,2332
51704,0.3,Ideal,E,VVS1,62.2,55.0,4.29,4.31,2.68,862
182170,0.32,Premium,H,SI1,62.6,60.0,4.32,4.35,2.72,630
118370,1.18,Very Good,E,I1,62.9,57.0,6.72,6.66,4.2,3965
8345,0.32,Premium,G,VS2,62.3,60.0,4.29,4.33,2.69,505
38827,0.81,Good,G,VS2,61.8,56.0,5.98,6.04,3.69,3312
95962,1.02,Very Good,H,SI1,60.2,60.0,6.53,6.55,3.93,4939
120768,1.01,Very Good,G,SI2,63.5,59.0,6.32,6.36,4.04,3920
12231,0.36,Ideal,F,VVS2,60.9,56.0,4.6,4.64,2.81,871
17124,0.71,Ideal,H,VVS1,62.1,55.0,5.73,5.76,3.56,3154
22023,0.31,Ideal,D,SI2,63.0,55.0,4.34,4.3,2.73,593
15422,0.9,Ideal,I,SI2,61.6,56.0,6.24,6.2,3.83,2908
114971,0.7,Very Good,E,SI2,61.3,59.0,5.67,5.71,3.49,2326
151299,1.22,Premium,F,VS2,61.2,58.0,6.9,6.87,4.21,9012
73873,0.72,Ideal,E,VS2,61.9,56.0,5.74,5.78,3.57,3150
84871,1.02,Premium,D,SI1,62.2,59.0,6.47,6.41,4.0,5914
65164,0.7,Premium,E,VS1,60.1,60.0,5.84,5.81,3.49,2873
166944,1.04,Ideal,E,SI1,61.6,55.0,6.48,6.51,4.0,5804
181382,0.35,Very Good,G,VVS2,63.4,56.0,4.45,4.48,2.82,1024
84991,0.31,Ideal,F,VVS2,61.8,56.0,4.37,4.41,2.71,877
187565,1.08,Premium,G,SI2,62.2,59.0,6.51,6.54,4.06,4370
28255,0.24,Very Good,G,VVS1,59.9,61.0,4.05,4.1,2.44,432
89727,0.3,Ideal,D,VS2,62.4,56.0,4.26,4.29,2.67,710
97772,0.36,Premium,I,VS1,61.2,59.0,4.62,4.59,2.82,709
147528,0.8,Ideal,F,SI1,62.6,56.0,5.87,5.95,3.7,2840
42168,0.7,Premium,E,SI1,60.4,58.0,5.75,5.8,3.49,2479
111383,0.32,Ideal,G,VVS1,61.5,55.0,4.42,4.45,2.73,814
139640,0.3,Ideal,H,IF,61.9,57.0,4.3,4.32,2.67,789
148958,0.3,Ideal,D,VS2,61.3,57.0,4.33,4.3,2.64,911
65589,1.0,Very Good,D,SI2,63.1,55.0,6.29,6.34,4.0,3847
110461,1.5,Good,I,SI1,58.5,61.0,7.39,7.45,4.37,8058
17496,0.33,Ideal,D,SI1,61.6,55.0,4.42,4.46,2.73,571
186517,1.01,Ideal,J,VS2,62.6,57.0,6.35,6.39,3.99,4350
89233,0.42,Ideal,F,SI1,61.9,55.0,4.8,4.84,2.98,995
185183,0.3,Ideal,I,VS1,61.7,57.0,4.33,4.29,2.66,608
99338,1.01,Premium,H,VS2,61.0,59.0,6.49,6.46,3.95,5461
26063,2.01,Very Good,I,SI1,60.4,59.0,8.07,8.14,4.89,14725
56075,0.9,Very Good,I,VVS1,62.8,59.0,6.17,6.14,3.86,4187
46571,0.54,Ideal,D,VS2,61.3,56.0,5.23,5.26,3.22,1964
174304,0.41,Premium,E,SI1,61.0,60.0,4.81,4.78,2.94,1016
157270,0.4,Very Good,D,VS1,62.9,59.0,4.67,4.7,2.95,810
140815,0.8,Ideal,H,VS1,61.9,55.0,5.92,5.96,3.67,3041
30504,1.01,Premium,G,SI2,58.8,61.0,6.53,6.48,3.84,4524
46582,0.55,Ideal,F,SI1,61.4,58.0,5.29,5.24,3.23,1421
9427,0.61,Ideal,G,VVS2,62.3,57.0,5.4,5.44,3.37,1985
158765,1.16,Very Good,F,VS1,60.3,60.0,6.84,6.88,4.11,8446
16430,1.51,Very Good,H,VS2,63.1,57.0,7.24,7.19,4.55,7834
163564,0.34,Ideal,D,VS2,62.4,57.0,4.48,4.45,2.78,1094
28653,0.36,Ideal,G,IF,62.1,56.0,4.55,4.6,2.84,974
171945,0.37,Ideal,D,VS1,61.5,56.0,4.61,4.63,2.84,1064
98364,2.25,Premium,G,SI2,62.2,55.0,8.4,8.36,5.21,16603
25538,2.0,Very Good,J,SI2,63.3,60.0,7.96,7.88,5.02,12565
48564,0.55,Ideal,D,VS1,62.1,55.0,5.28,5.25,3.26,1990
187324,0.64,Ideal,G,VS2,61.5,56.0,5.58,5.6,3.43,1922
115612,1.62,Ideal,G,VS2,60.7,59.0,7.65,7.68,4.65,13929
184937,1.09,Good,E,SI1,63.4,61.0,6.51,6.48,4.11,6511
138258,0.51,Ideal,G,SI1,61.4,56.0,5.17,5.19,3.18,1338
162117,1.0,Ideal,I,VS2,61.9,55.0,6.4,6.43,3.97,3669
116427,0.31,Ideal,D,SI2,62.4,55.0,4.31,4.35,2.7,462
149062,0.32,Good,F,SI2,63.1,56.0,4.32,4.35,2.74,421
39919,0.3,Ideal,F,VVS1,61.3,58.0,4.34,4.31,2.65,814
86916,1.01,Very Good,G,VVS2,61.3,54.0,6.49,6.47,3.97,8010
128421,0.5,Ideal,G,VVS1,61.4,54.0,5.11,5.16,3.16,1843
192402,0.41,Very Good,D,SI1,62.9,55.0,4.74,4.77,2.99,1150
166793,0.71,Ideal,H,VVS1,62.5,56.0,5.71,5.67,3.56,3027
158846,0.74,Ideal,F,VS2,62.1,57.0,5.77,5.8,3.59,2905
5958,0.7,Ideal,F,SI1,61.3,55.0,5.73,5.78,3.53,2312
139364,1.25,Very Good,H,SI1,62.8,58.0,6.83,6.87,4.3,6196
26852,0.29,Premium,E,SI2,61.5,59.0,4.28,4.25,2.62,408
185222,0.42,Very Good,D,VS1,61.0,59.0,4.84,4.89,2.96,1132
33729,1.01,Ideal,D,VS1,61.6,57.0,6.44,6.41,3.96,8077
33704,1.17,Premium,D,VS1,61.8,58.0,6.82,6.78,4.2,9310
25964,0.3,Ideal,F,VS1,62.6,54.0,4.27,4.29,2.68,612
27425,0.34,Ideal,H,VVS1,62.1,54.0,4.51,4.48,2.79,775
187002,1.02,Ideal,H,SI1,62.7,56.0,6.43,6.38,4.02,5806
172368,0.73,Ideal,D,VS2,61.3,56.0,5.79,5.84,3.57,3389
22878,0.7,Good,F,VVS2,59.2,62.0,5.78,5.82,3.43,2831
4856,0.72,Very Good,G,VS2,62.8,57.0,5.71,5.74,3.61,2550
145640,0.32,Ideal,H,VVS1,62.3,53.0,4.41,4.42,2.75,754
126130,0.33,Ideal,G,IF,61.7,56.0,4.41,4.44,2.73,891
121499,0.31,Very Good,E,VS2,62.8,57.0,4.28,4.31,2.7,633
9009,1.0,Premium,F,VS2,61.9,62.0,6.4,6.32,3.94,6511
58190,0.51,Ideal,F,SI1,62.3,55.0,5.13,5.09,3.19,1374
152508,0.52,Ideal,E,SI1,61.8,55.0,5.16,5.19,3.2,1431
57673,0.31,Premium,I,SI1,60.7,58.0,4.42,4.38,2.67,593
181701,0.31,Ideal,H,VVS2,62.3,57.0,4.3,4.32,2.69,607
132364,1.16,Premium,J,VS1,61.5,58.0,6.72,6.77,4.15,4869
143043,0.9,Very Good,E,SI2,63.1,58.0,6.13,6.12,3.86,3380
15152,1.12,Premium,H,SI2,61.7,57.0,6.7,6.67,4.13,4288
120241,0.53,Ideal,G,SI2,60.6,56.0,5.26,5.3,3.2,1027
30493,0.34,Ideal,E,SI2,61.8,56.0,4.53,4.49,2.79,648
191424,0.52,Very Good,G,SI2,63.5,61.0,5.13,5.08,3.25,1049
134444,0.71,Ideal,I,VVS2,61.5,55.0,5.72,5.77,3.54,2479
138495,0.52,Ideal,D,SI2,61.4,57.0,5.2,5.21,3.2,1223
136051,1.5,Very Good,F,VS2,60.3,60.0,7.35,7.42,4.46,14119
149098,0.81,Very Good,D,SI1,63.0,57.0,5.91,5.95,3.74,3209
23697,1.5,Very Good,H,SI1,62.3,60.0,7.3,7.26,4.55,10861
105370,1.34,Premium,F,SI2,62.6,58.0,7.1,7.04,4.43,8452
99820,0.34,Ideal,D,VS2,61.8,55.0,4.5,4.54,2.79,777
156701,0.9,Very Good,G,SI2,62.1,58.0,6.11,6.07,3.78,3020
113704,1.01,Ideal,G,SI1,62.6,57.0,6.35,6.48,4.02,4371
76502,1.06,Ideal,G,SI1,62.0,55.0,6.55,6.52,4.05,5166
102546,0.56,Ideal,E,VS2,60.8,56.0,5.34,5.32,3.25,1815
185446,1.05,Ideal,G,VS2,62.4,57.0,6.43,6.5,4.03,6296
21065,2.01,Premium,H,SI1,61.9,61.0,8.14,8.1,5.02,16733
14739,0.23,Very Good,G,VS1,61.9,57.0,3.94,3.96,2.44,431
78431,0.3,Premium,E,SI1,60.9,60.0,4.29,4.32,2.62,524
82588,0.32,Ideal,D,VS2,62.1,54.0,4.42,4.39,2.74,972
812,0.91,Ideal,G,VS2,61.5,57.0,6.22,6.28,3.85,4415
82837,0.57,Ideal,H,VVS2,60.1,57.0,5.36,5.4,3.24,1974
132937,1.16,Ideal,J,VS2,61.3,54.0,6.76,6.78,4.15,5031
18677,1.06,Ideal,I,SI2,61.9,55.3,6.54,6.58,4.06,3990
162632,0.54,Ideal,G,SI1,61.8,56.0,5.26,5.28,3.26,1368
21452,1.0,Premium,D,SI1,61.0,60.0,6.46,6.44,3.92,5839
117137,0.7,Very Good,F,VS2,61.3,57.0,5.67,5.7,3.49,2770
34967,0.74,Ideal,F,SI1,61.7,55.0,5.83,5.84,3.6,2701
5992,0.3,Ideal,G,VS1,62.3,53.0,4.32,4.36,2.7,603
534,0.6,Ideal,H,VVS1,60.6,57.0,5.44,5.49,3.3,2536
67538,1.04,Premium,G,VS2,62.2,59.0,6.53,6.46,4.04,5899
35268,0.31,Very Good,G,VVS2,62.8,57.0,4.33,4.35,2.72,707
145152,1.01,Premium,H,SI1,60.5,60.0,6.48,6.45,3.91,4440
47155,1.7,Premium,G,SI1,61.5,58.0,7.6,7.67,4.69,11519
128975,0.32,Ideal,F,SI1,61.7,54.0,4.37,4.4,2.7,540
76133,0.33,Ideal,D,VS2,61.1,56.0,4.48,4.51,2.75,781
191206,1.21,Ideal,F,VS1,62.1,55.0,6.84,6.81,4.24,9301
72189,0.8,Ideal,D,SI1,62.0,56.0,5.92,5.96,3.69,3446
7794,0.32,Very Good,F,IF,62.0,54.0,4.39,4.43,2.73,912
15603,0.7,Very Good,I,VS1,62.1,57.0,5.67,5.71,3.54,2306
104330,0.31,Ideal,G,VS1,62.6,56.0,4.34,4.29,2.7,828
181325,1.0,Premium,G,VS2,62.1,59.0,6.4,6.34,3.96,6806
119827,0.53,Very Good,E,SI2,59.5,59.0,5.26,5.3,3.15,1208
192814,0.31,Premium,G,VS2,60.7,59.0,4.41,4.38,2.67,698
70669,0.72,Ideal,G,SI2,61.8,55.0,5.76,5.79,3.57,2265
129905,1.01,Ideal,F,SI1,62.2,57.0,6.37,6.41,3.97,5550
26601,0.53,Premium,E,VS2,60.7,58.0,5.22,5.21,3.18,1684
86063,0.7,Good,E,VS1,63.4,55.0,5.65,5.71,3.6,3148
61336,1.54,Premium,F,SI2,63.0,57.0,7.33,7.28,4.64,9229
11676,1.5,Premium,H,VS2,61.6,58.0,7.33,7.34,4.52,10754
21321,1.01,Ideal,G,VVS1,58.8,61.0,6.59,6.55,3.88,8647
171981,0.35,Ideal,F,VVS1,61.8,56.0,4.54,4.5,2.79,1067
138947,0.3,Premium,G,VVS2,61.8,58.0,4.28,4.3,2.65,684
119707,1.01,Good,D,SI1,63.8,57.0,6.35,6.32,4.04,5773
162053,0.3,Premium,H,VVS2,60.8,58.0,4.31,4.34,2.63,605
157345,0.6,Ideal,H,IF,62.4,54.0,5.39,5.43,3.38,2509
183991,1.51,Ideal,H,SI2,62.6,53.0,7.35,7.31,4.59,9218
89183,0.72,Ideal,H,SI1,61.4,56.0,5.78,5.81,3.56,2384
119733,1.01,Very Good,D,SI1,60.9,60.0,6.45,6.51,3.94,5226
177729,1.0,Premium,G,VS2,62.1,60.0,6.39,6.34,3.95,6272
138308,0.34,Ideal,D,VS2,62.7,57.0,4.42,4.46,2.78,681
22406,1.13,Premium,D,SI1,61.4,58.0,6.71,6.7,4.12,6779
13543,0.32,Ideal,E,VS2,61.3,55.0,4.42,4.45,2.71,726
117415,1.02,Premium,H,SI2,60.5,59.0,6.53,6.49,3.93,3924
36078,1.01,Very Good,H,SI1,63.5,55.0,6.36,6.32,4.04,4739
13506,0.31,Ideal,F,VS2,61.7,55.0,4.37,4.35,2.69,802
104024,0.31,Ideal,I,VS1,61.6,55.0,4.36,4.37,2.69,521
119150,0.51,Ideal,G,VVS2,61.7,56.0,5.19,5.15,3.19,1753
70048,1.5,Very Good,E,SI1,62.8,55.0,7.26,7.3,4.57,12657
165063,0.7,Premium,J,SI2,60.8,60.0,5.76,5.73,3.49,1999
189335,1.7,Very Good,E,SI1,62.8,59.0,7.53,7.57,4.74,13737
99120,0.33,Good,J,SI1,63.2,57.0,4.42,4.46,2.79,393
108692,0.37,Ideal,F,VS1,62.0,55.0,4.63,4.64,2.88,835
183652,0.33,Very Good,F,VS2,62.0,57.0,4.41,4.44,2.74,583
170891,0.33,Premium,G,VS1,61.5,58.0,4.44,4.47,2.74,666
153151,0.9,Premium,D,SI2,62.2,58.0,6.05,6.08,3.78,3839
77233,1.27,Ideal,G,VS2,61.5,57.0,7.04,6.99,4.32,7583
83473,1.27,Premium,J,VS2,61.9,59.0,6.96,6.92,4.3,5405
45458,0.71,Ideal,D,SI1,61.1,57.0,5.75,5.78,3.52,2654
29236,1.06,Ideal,G,VS2,61.3,57.0,6.53,6.56,4.01,7107
4104,1.51,Fair,G,SI1,65.0,58.0,6.95,6.89,4.51,8362
85193,0.55,Ideal,H,SI1,60.0,57.0,5.31,5.39,3.18,1264
132422,0.5,Very Good,D,SI1,64.6,59.0,5.03,4.97,3.21,1232
37694,0.56,Ideal,G,VS2,61.4,55.0,5.31,5.33,3.26,1645
63039,0.7,Premium,E,SI2,59.8,61.0,5.68,5.65,3.4,2089
53024,0.52,Ideal,D,SI2,61.5,56.0,5.19,5.22,3.2,1393
1562,0.3,Very Good,D,VS2,61.7,59.0,4.26,4.31,2.64,710
38912,1.32,Ideal,G,VVS2,62.3,57.0,6.99,7.03,4.37,10539
174038,0.51,Ideal,D,VS2,61.0,57.0,5.18,5.16,3.16,1699
168805,0.32,Ideal,G,VVS2,61.8,55.0,4.43,4.41,2.73,726
19230,0.31,Very Good,I,SI1,63.0,54.0,4.31,4.35,2.73,433
105176,0.33,Premium,I,SI1,60.8,58.0,4.46,4.5,2.73,445
50675,1.2,Very Good,D,SI1,62.9,57.0,6.74,6.71,4.23,5879
58899,0.3,Ideal,G,VVS2,61.7,59.0,4.26,4.29,2.64,707
155723,1.2,Ideal,F,SI2,62.1,57.0,6.78,6.74,4.2,5308
13262,1.01,Very Good,G,IF,59.8,60.0,6.59,6.54,3.93,9146
57198,1.0,Premium,G,VS1,61.6,59.0,6.47,6.41,3.96,6445
21197,0.71,Ideal,H,SI1,62.3,55.0,5.7,5.72,3.56,2375
262,1.51,Ideal,H,VS2,60.2,58.0,7.44,7.37,4.47,11430
153983,1.01,Premium,D,SI1,60.5,61.0,6.4,6.34,3.85,4955
116317,0.73,Ideal,H,VS1,62.0,55.0,5.76,5.79,3.58,3254
84097,0.41,Ideal,J,VS1,61.5,56.0,4.78,4.8,2.94,830
82914,0.3,Ideal,H,SI2,61.5,55.0,4.29,4.33,2.65,391
134600,1.29,Premium,I,VS2,62.5,59.0,6.92,6.88,4.31,6906
116674,1.01,Good,D,SI2,63.6,56.0,6.29,6.33,4.02,4072
114721,1.01,Very Good,E,SI2,62.8,56.0,6.35,6.4,4.0,4274
127472,0.71,Premium,D,SI1,61.6,59.0,5.72,5.69,3.51,3200
157948,0.78,Ideal,F,SI2,62.3,54.0,5.88,5.92,3.68,2688
101080,0.7,Very Good,I,VVS1,63.3,59.0,5.62,5.68,3.58,2515
11826,1.52,Ideal,E,VS2,60.8,57.0,7.41,7.45,4.52,16800
153308,0.7,Ideal,G,SI1,61.3,56.0,5.71,5.74,3.51,2482
164960,0.75,Ideal,H,VS1,62.1,57.0,5.79,5.76,3.59,2947
168569,1.62,Premium,E,VS2,61.7,58.0,7.59,7.56,4.68,13678
129028,0.29,Very Good,E,SI1,60.1,55.0,4.33,4.35,2.6,496
105351,0.43,Very Good,E,VS2,62.5,58.0,4.79,4.8,3.0,892
148884,0.3,Ideal,G,VS2,62.1,56.0,4.27,4.29,2.66,675
167018,0.91,Ideal,F,VS2,60.9,58.0,6.23,6.27,3.8,5051
47570,1.56,Ideal,I,VS2,61.0,56.0,7.5,7.54,4.57,10020
39482,1.01,Premium,G,VS1,60.8,60.0,6.48,6.39,3.9,6177
59138,0.32,Premium,G,SI2,60.3,60.0,4.39,4.44,2.66,432
175633,0.72,Very Good,G,SI1,62.1,57.0,5.73,5.76,3.57,2106
36639,0.9,Ideal,H,SI2,61.8,57.0,6.19,6.16,3.82,3901
68744,1.2,Ideal,I,SI2,62.2,59.0,6.71,6.75,4.19,4405
53802,1.23,Premium,H,SI2,62.9,58.0,6.82,6.77,4.27,4260
8231,0.33,Premium,D,VS2,61.8,58.0,4.49,4.43,2.76,1002
164854,0.41,Ideal,G,VVS2,62.6,56.0,4.77,4.81,2.99,1083
77392,0.3,Ideal,G,VS2,62.9,55.0,4.27,4.29,2.69,675
121507,2.03,Very Good,E,SI1,58.3,62.0,8.26,8.21,4.81,16128
175137,2.11,Ideal,J,SI2,62.5,56.0,8.19,8.13,5.1,12342
56682,1.51,Premium,F,SI1,61.7,59.0,7.35,7.32,4.53,11413
179512,0.71,Very Good,J,VVS1,64.0,55.0,5.64,5.67,3.61,2256
103472,2.02,Premium,I,VS2,59.9,60.0,8.26,8.21,4.92,13702
106284,0.7,Very Good,D,VS2,62.5,55.0,5.65,5.7,3.55,3052
152469,0.31,Premium,I,VVS2,62.2,58.0,4.31,4.36,2.7,515
104307,0.42,Premium,I,VVS1,62.1,57.0,4.78,4.83,2.99,992
32545,1.01,Good,G,VS2,64.1,58.0,6.31,6.28,4.04,4513
50512,0.71,Good,D,SI2,57.8,61.0,5.87,5.84,3.36,2942
135090,0.31,Ideal,I,VS1,61.9,57.0,4.32,4.34,2.68,558
170468,0.9,Premium,H,VS2,61.6,58.0,6.15,6.27,3.82,3701
92898,1.37,Ideal,I,VS2,60.8,57.0,7.26,7.2,4.38,6239
40243,1.58,Ideal,G,VS2,61.5,55.0,7.41,7.47,4.57,12617
87478,0.9,Good,F,SI1,59.0,57.0,6.3,6.33,3.73,3737
70400,0.57,Ideal,G,VS1,60.8,57.0,5.42,5.34,3.27,1944
49858,0.41,Ideal,F,VS1,61.1,56.0,4.79,4.82,2.94,1008
55504,0.31,Very Good,E,VS2,62.5,58.0,4.25,4.3,2.68,680
152796,0.25,Very Good,F,VVS1,63.1,56.0,4.0,4.03,2.54,536
104040,1.14,Ideal,G,SI1,62.8,55.0,6.67,6.72,4.2,5851
93594,1.11,Ideal,F,SI1,61.6,57.0,6.7,6.62,4.1,5652
149113,0.24,Very Good,E,VVS1,63.3,55.0,3.96,4.0,2.53,485
121857,0.36,Ideal,J,SI1,61.2,57.0,4.57,4.62,2.81,469
72652,0.53,Ideal,E,VS2,62.1,57.0,5.21,5.17,3.23,1613
37203,0.53,Ideal,G,SI1,61.8,55.0,5.21,5.24,3.23,1395
28304,0.51,Ideal,E,SI1,61.6,55.0,5.15,5.18,3.18,1415
33350,0.25,Very Good,E,VVS2,62.9,57.0,4.01,4.05,2.53,548
92819,0.91,Premium,D,SI1,62.1,62.0,6.11,6.08,3.79,3296
121219,0.36,Very Good,G,VVS2,59.7,56.0,4.64,4.68,2.78,752
93245,1.11,Ideal,G,SI1,62.0,56.0,6.63,6.65,4.12,5988
82275,1.03,Ideal,G,VVS2,61.3,57.0,6.55,6.54,4.01,8295
186839,1.52,Premium,F,SI1,59.9,58.0,7.47,7.39,4.45,10913
78070,0.41,Premium,E,VS2,59.7,60.0,4.82,4.86,2.89,975
86495,0.4,Ideal,E,SI1,60.5,56.0,4.74,4.79,2.88,687
26664,0.55,Ideal,G,VS2,61.1,57.0,5.27,5.29,3.22,1753
100798,1.04,Ideal,G,SI2,61.8,55.0,6.49,6.52,4.03,4525
62643,0.71,Premium,G,VS1,62.4,59.0,5.72,5.67,3.56,2512
84808,0.33,Ideal,F,VS2,62.2,56.0,4.44,4.46,2.77,770
5182,0.43,Ideal,H,SI2,61.2,56.0,4.87,4.9,2.99,935
135276,0.61,Ideal,F,SI1,62.2,56.0,5.44,5.4,3.37,1662
131108,1.01,Very Good,F,SI2,63.2,57.0,6.38,6.35,4.02,4360
181327,0.31,Premium,H,VS2,61.9,60.0,4.28,4.32,2.66,628
191924,1.21,Premium,H,SI2,61.3,58.0,6.89,6.84,4.21,5710
145623,0.8,Very Good,G,SI1,62.7,58.0,5.86,5.93,3.7,2530
12659,1.01,Premium,G,VVS2,62.5,58.0,6.34,6.36,3.97,6966
49619,1.01,Very Good,F,VS2,63.1,56.0,6.34,6.29,3.98,5211
24412,0.55,Ideal,G,VS1,61.0,56.0,5.28,5.34,3.24,2187
75388,1.7,Premium,F,SI1,62.8,58.0,7.57,7.52,4.74,14611
117735,1.5,Very Good,G,VS2,62.8,58.0,7.12,7.16,4.49,11572
58886,0.5,Ideal,H,IF,62.4,57.0,5.08,5.15,3.19,1923
109916,1.03,Ideal,G,VVS2,62.2,56.0,6.44,6.47,4.01,7903
30746,0.44,Very Good,D,VS1,63.1,57.0,4.87,4.83,3.06,1207
6331,0.55,Ideal,F,VS2,62.0,56.0,5.27,5.3,3.28,1625
186289,1.06,Ideal,D,SI1,62.0,56.0,6.52,6.55,4.04,5740
154536,0.41,Premium,D,SI1,61.5,58.0,4.76,4.78,2.93,791
85125,2.1,Premium,J,VS2,62.5,61.0,8.09,8.13,5.05,15081
24082,1.01,Good,F,SI1,63.7,59.0,6.31,6.34,4.04,5717
143210,0.41,Very Good,F,VS2,63.1,58.0,4.74,4.76,2.99,867
184561,1.21,Premium,I,SI1,63.0,58.0,6.75,6.81,4.27,5551
126087,1.2,Ideal,G,VS2,61.3,59.0,6.81,6.79,4.17,7528
133009,0.34,Ideal,I,VVS2,61.8,57.0,4.48,4.51,2.77,691
30022,0.31,Ideal,D,SI1,62.0,57.0,4.34,4.32,2.68,732
150549,1.0,Premium,G,SI1,62.6,59.0,6.36,6.32,3.97,4907
2145,0.41,Ideal,J,VS2,63.6,57.0,4.72,4.68,2.99,647
94051,0.9,Good,I,SI1,63.6,56.0,6.08,6.12,3.89,3377
107206,1.08,Ideal,G,SI1,62.2,56.0,6.56,6.51,4.06,4791
89353,1.5,Ideal,I,SI1,61.5,57.0,7.32,7.39,4.52,9468
125572,0.7,Very Good,E,SI1,62.7,60.0,5.64,5.59,3.52,2777
175761,0.31,Premium,F,SI2,61.4,59.0,4.38,4.42,2.71,435
158803,0.31,Ideal,G,VVS2,61.3,56.0,4.39,4.41,2.7,695
145876,1.01,Very Good,F,SI1,62.7,60.0,6.36,6.4,3.99,4930
146312,1.0,Fair,H,SI1,66.9,55.0,6.15,6.09,4.2,3447
75369,0.35,Ideal,D,VS2,61.9,55.0,4.58,4.55,2.82,904
117158,0.73,Ideal,J,SI1,61.2,56.0,5.82,5.85,3.57,2165
26679,0.9,Premium,G,VS1,61.1,60.0,6.24,6.2,3.8,4440
84233,0.72,Very Good,H,VS2,61.3,60.0,5.73,5.79,3.53,2605
192746,1.15,Very Good,G,I1,63.5,54.0,6.64,6.71,4.23,3614
142006,0.52,Ideal,G,VS1,61.8,55.0,5.17,5.19,3.2,1961
54566,1.56,Premium,J,VS2,61.2,60.0,7.44,7.49,4.57,7750
188797,1.0,Premium,D,SI1,62.2,55.0,6.4,6.34,3.96,5385
68099,1.0,Ideal,D,SI1,61.9,55.0,6.45,6.41,3.97,5410
58281,0.3,Ideal,H,VS2,61.4,56.0,4.34,4.36,2.67,478
121529,0.3,Ideal,D,VS2,61.8,57.0,4.33,4.3,2.67,911
106211,0.39,Ideal,F,VVS1,62.7,56.0,4.65,4.68,2.92,1269
15525,0.43,Good,H,VS2,62.8,58.0,4.86,4.8,3.03,1113
59955,0.55,Premium,E,VS2,60.0,58.0,5.36,5.31,3.22,1641
39981,0.31,Premium,F,VS2,62.2,58.0,4.31,4.33,2.69,802
151739,0.92,Very Good,G,SI2,62.8,56.0,6.16,6.21,3.88,3282
38050,0.52,Very Good,F,SI1,63.3,59.0,5.08,5.11,3.22,1388
123398,0.3,Ideal,G,VVS1,61.6,55.0,4.32,4.35,2.68,814
149110,0.3,Ideal,E,SI1,62.2,56.0,4.28,4.3,2.67,675
92592,0.3,Good,H,SI1,63.7,57.0,4.28,4.24,2.71,484
149170,1.03,Good,H,SI1,58.7,61.0,6.64,6.7,3.91,4758
69142,0.42,Ideal,E,VS1,61.5,55.0,4.83,4.85,2.98,1101
25327,0.32,Ideal,F,VS2,61.4,56.0,4.43,4.41,2.71,828
171099,1.04,Ideal,E,SI2,60.7,57.0,6.61,6.62,4.01,4844
56447,0.5,Premium,E,SI2,60.5,62.0,5.15,5.09,3.1,1238
2550,0.71,Ideal,E,SI1,61.9,57.0,5.74,5.72,3.55,2729
151980,0.71,Very Good,G,VS1,62.2,56.0,5.71,5.74,3.56,2760
154118,0.39,Ideal,F,VVS1,61.3,56.0,4.76,4.74,2.91,1101
39345,0.7,Very Good,G,SI1,63.1,56.0,5.61,5.64,3.55,2106
92846,0.3,Very Good,H,VVS1,61.4,56.0,4.34,4.36,2.67,684
97122,0.33,Ideal,F,VS2,62.0,55.0,4.46,4.43,2.75,854
111075,1.52,Ideal,G,SI1,61.1,56.0,7.48,7.44,4.55,11387
118465,0.72,Ideal,G,SI2,63.0,56.0,5.67,5.69,3.59,2264
94823,0.37,Very Good,F,VS2,63.1,59.0,4.59,4.54,2.89,746
340,0.55,Good,E,VS2,59.6,61.0,5.3,5.37,3.17,1689
53353,0.54,Ideal,H,SI1,61.9,54.0,5.25,5.3,3.26,1227
145677,0.57,Ideal,E,VS1,61.9,56.0,5.32,5.35,3.3,1912
51723,0.5,Ideal,E,VS2,61.7,56.0,5.07,5.1,3.14,1690
37486,1.57,Ideal,F,SI1,61.1,56.0,7.54,7.5,4.6,11196
144234,0.31,Ideal,G,VVS1,62.2,57.0,4.35,4.31,2.7,684
159344,1.06,Ideal,F,SI1,61.6,57.0,6.54,6.58,4.03,5851
189024,1.5,Ideal,G,VS1,62.3,57.0,7.27,7.34,4.55,12499
17826,0.56,Premium,G,VS2,60.9,61.0,5.29,5.26,3.21,1441
139632,0.9,Very Good,G,SI2,63.6,57.0,6.13,6.1,3.88,3246
100289,1.01,Very Good,F,VS2,62.6,58.0,6.36,6.41,3.99,6796
13758,1.5,Ideal,I,VS1,62.0,55.0,7.37,7.34,4.56,9618
